股票代码,market_code,所属概念数量,所属概念,code
301486.SZ,33,20,富士康概念;光纤概念;芯片概念;消费电子概念;5G;MR(混合现实);新型工业化;比亚迪概念;数据中心(AIDC);虚拟现实;华为概念;东数西算(算力);高端装备;华为昇腾;粤港澳大湾区;抖音概念(字节概念);阿里巴巴概念;股权转让(并购重组);深股通;融资融券,301486
920699.BJ,151,5,华为概念;融资融券;家用电器;比亚迪概念;东数西算(算力),920699
000695.SZ,33,6,石墨电极;固态电池;锂电池概念;储能;光伏概念;绿色电力,000695
001360.SZ,33,10,黄金概念;金属回收;专精特新;高端装备;雅下水电概念;锂电池概念;一带一路;固废处理;机器视觉;融资融券,001360
301592.SZ,33,8,存储芯片;芯片概念;无人机;军工;军工信息化;西部大开发;深股通;融资融券,301592
300404.SZ,33,11,幽门螺杆菌概念;CRO概念;细胞免疫治疗;肝炎概念;减肥药;创新药;阿尔茨海默概念;智能医疗;人工智能;DeepSeek概念;专精特新,300404
688279.SH,17,5,芯片概念;新能源汽车;机器人概念;沪股通;融资融券,688279
603499.SH,17,7,烟草;上海自贸区;2025年报预增;芯片概念;创投;工业互联网;沪股通,603499
301668.SZ,33,7,智能电网;风电;注册制次新股;专精特新;深股通;新股与次新股;融资融券,301668
002708.SZ,33,21,减速器;人形机器人;股权转让(并购重组);智能座舱;汽车电子;智能穿戴;消费电子概念;比亚迪概念;AI眼镜;机器人概念;新能源汽车;长安汽车概念;无人驾驶;飞行汽车(eVTOL);军工;低空经济;PCB概念;2025年报预增;风电;国企改革;深股通,002708
300224.SZ,33,13,稀土永磁;低空经济;新能源汽车;机器人概念;人形机器人;小金属概念;2025年报预增;消费电子概念;家用电器;高压快充;绿色电力;深股通;融资融券,300224
600645.SH,17,10,细胞免疫治疗;重组蛋白;肝炎概念;基因测序;创新药;辅助生殖;牙科医疗;独角兽概念;融资融券;沪股通,600645
000567.SZ,33,5,化债概念(AMC概念);海南自贸区;钒电池;融资融券;深股通,000567
301665.SZ,33,8,草甘膦;生态农业;一带一路;人民币贬值受益;氟化工概念;2025年报预增;深股通;融资融券,301665
300247.SZ,33,10,体育产业;养老概念;跨境电商;宠物经济;医疗器械概念;人民币贬值受益;机器人概念;智能医疗;智能家居;2025年报预增,300247
300366.SZ,33,36,AIGC概念;AI应用;数据要素;智慧政务;数字经济;智谱AI;阿里巴巴概念;AI智能体;数字乡村;人工智能;华为盘古;数据安全;DeepSeek概念;华为鲲鹏;智慧城市;信创;网络安全;云计算;国产操作系统;物联网;华为欧拉;MLOps概念;电力物联网;华为昇腾;军工;智能电网;华为概念;东数西算(算力);西部大开发;卫星导航;商业航天;特高压;碳交易;ST板块;华为数字能源;5G,300366
300595.SZ,33,7,眼科医疗;医药电商;跨境电商;医疗器械概念;AI眼镜;融资融券;深股通,300595
920856.BJ,151,8,参股银行;物联网;融资融券;机器人概念;一带一路;无人驾驶;无人机;专精特新,920856
600360.SH,17,14,第三代半导体;汽车电子;汽车芯片;先进封装;芯片概念;小米概念;新能源汽车;充电桩;华为概念;军工;国企改革;风电;摘帽;股权转让(并购重组),600360
002560.SZ,33,25,柔性直流输电;特高压;成飞概念;智能电网;海工装备;风电;军民融合;数据中心(AIDC);大飞机;充电桩;军工;雅下水电概念;无人机;储能;光伏概念;2026一季报预增;一带一路;医疗器械概念;专精特新;碳中和;2025年报预增;新能源汽车;机器人概念;深股通;融资融券,002560
301309.SZ,33,6,共同富裕示范区;人民币贬值受益;智能家居;3D打印;专精特新;融资融券,301309
301560.SZ,33,13,空气能热泵;专精特新;液冷服务器;人民币贬值受益;储能;数据中心(AIDC);比亚迪概念;新能源汽车;汽车热管理;机器人概念;工业互联网;特斯拉概念;融资融券,301560
920634.BJ,151,6,风电;海工装备;储能;金属锌;融资融券;专精特新,920634
601099.SH,17,4,互联网金融;西部大开发;沪股通;融资融券,601099
920925.BJ,151,8,2025年报预增;融资融券;医疗器械概念;智能医疗;跨境电商;芯片概念;专精特新;人民币贬值受益,920925
000989.SZ,33,8,创新药;医药电商;细胞免疫治疗;毛发医疗;高股息精选;国企改革;深股通;股权转让(并购重组),000989
920765.BJ,151,3,融资融券;人民币贬值受益;跨境电商,920765
688169.SH,17,10,家用电器;机器人概念;人工智能;DeepSeek概念;智能家居;人民币贬值受益;小米概念;同花顺出海50;沪股通;融资融券,688169
301171.SZ,33,33,快手概念;小红书概念;AI视频;智谱AI;拼多多概念;华为盘古;短剧游戏;多模态AI;ChatGPT概念;抖音概念(字节概念);AIGC概念;虚拟数字人;云计算;百度概念;阿里巴巴概念;腾讯概念;AI应用;数据要素;文化传媒概念;AI智能体;移动支付;独角兽概念;DeepSeek概念;人工智能;跨境支付(CIPS);华为概念;跨境电商;小米概念;创投;人民币贬值受益;西部大开发;深股通;融资融券,301171
300166.SZ,33,51,算力租赁;MLOps概念;华为昇腾;数字水印;东数西算(算力);云计算;华为欧拉;数据安全;华为鲲鹏;信创;多模态AI;智慧政务;电子身份证;Web3.0;数据中心(AIDC);AI手机;时空大数据;AI语料;ChatGPT概念;互联网保险;鸿蒙概念;数据要素;AIGC概念;AI智能体;区块链;5G;虚拟数字人;数字乡村;元宇宙;华为概念;智慧城市;AI应用;物联网;数字孪生;虚拟现实;虚拟电厂;数字经济;DeepSeek概念;机器视觉;互联网金融;人工智能;工业互联网;新型工业化;职业教育;人形机器人;海工装备;京津冀一体化;碳中和;乡村振兴;深股通;融资融券,300166
605056.SH,17,13,高端装备;军工;无人机;机器人概念;低空经济;核电;特高压;人工智能;职业教育;储能;风电;抽水蓄能;沪股通,605056
300676.SZ,33,18,基因测序;猴痘概念;肝炎概念;智能医疗;辅助生殖;阿尔茨海默概念;三胎概念;流感;合成生物;医疗器械概念;数据要素;区块链;创投;医药电商;粤港澳大湾区;一带一路;深股通;融资融券,300676
603375.SH,17,11,存储芯片;汽车芯片;芯片概念;PVDF概念;传感器;专精特新;比亚迪概念;低空经济;机器人概念;民爆概念;融资融券,603375
300811.SZ,33,15,共封装光学(CPO);存储芯片;芯片概念;英伟达概念;比亚迪概念;数据中心(AIDC);专精特新;新能源汽车;光伏概念;华为概念;东数西算(算力);充电桩;储能;融资融券;深股通,300811
600106.SH,17,9,西部大开发;创投;参股银行;ETC;智慧城市;参股券商;PPP概念;沪股通;融资融券,600106
000682.SZ,33,23,电力物联网;虚拟电厂;智能电网;网络安全;充电桩;核电;物联网;风电;储能;区块链;数据中心(AIDC);智慧城市;DeepSeek概念;人工智能;人脸识别;语音技术;华为概念;工业互联网;机器人概念;国企改革;2026一季报预增;融资融券;深股通,000682
601600.SH,17,13,中字头股票;小金属概念;稀土永磁;俄乌冲突概念;2026一季报预增;同花顺中特估100;锂电池概念;乡村振兴;央企国企改革;国企改革;沪股通;融资融券;风电,601600
300619.SZ,33,11,固态电池;光伏概念;锂电池概念;钠离子电池;硅能源;有机硅概念;粤港澳大湾区;新能源汽车;高端装备;小金属概念;深股通,300619
002657.SZ,33,40,Web3.0;虚拟数字人;化债概念(AMC概念);数字货币;数据确权;财税数字化;在线教育;ChatGPT概念;AIGC概念;互联网金融;智慧政务;区块链;华为鲲鹏;鸿蒙概念;移动支付;AI应用;智谱AI;短剧游戏;信创;元宇宙;多模态AI;AI智能体;数字经济;DeepSeek概念;百度概念;智慧城市;人工智能;期货概念;腾讯概念;京津冀一体化;阿里巴巴概念;语音技术;算力租赁;工业互联网;华为概念;东数西算(算力);数据中心(AIDC);智能座舱;深股通;融资融券,002657
301376.SZ,33,12,露营经济;足球概念;体育产业;网红经济;跨境电商;数字经济;人民币贬值受益;ChatGPT概念;宠物经济;创投;深股通;融资融券,301376
002165.SZ,33,6,环氧丙烷;水泥概念;建筑节能;医疗器械概念;深股通;融资融券,002165
920267.BJ,151,9,粤港澳大湾区;海峡两岸;跨境电商;专精特新;MCU芯片;融资融券;芯片概念;智能家居;家用电器,920267
002843.SZ,33,15,数据中心(AIDC);AI PC;商业航天;消费电子概念;智能穿戴;高压快充;华为概念;军工;光伏概念;苹果概念;充电桩;储能;一带一路;深股通;融资融券,002843
002328.SZ,33,10,数据中心(AIDC);液冷服务器;储能;长三角一体化;创投;新能源汽车;特斯拉概念;一带一路;深股通;融资融券,002328
920021.BJ,151,27,AI视频;京津冀一体化;先进封装;AI应用;6G概念;卫星导航;冰雪产业;体育产业;商业航天;虚拟数字人;毫米波雷达;知识产权保护;足球概念;智能穿戴;芯片概念;短剧游戏;腾讯概念;文化传媒概念;融资融券;人工智能;低空经济;AIGC概念;军工;5G;军民融合;DeepSeek概念;AI智能体,920021
688183.SH,17,10,PCB概念;共封装光学(CPO);5G;毫米波雷达;汽车电子;2025年报预增;华为概念;工业互联网;沪股通;融资融券,688183
301280.SZ,33,13,人形机器人;比亚迪概念;小米概念;汽车电子;消费电子概念;机器人概念;新能源汽车;家用电器;光伏概念;智能家居;储能;深股通;融资融券,301280
601969.SH,17,19,天然气;氟化工概念;小金属概念;海南自贸区;金属钴;金属铜;黄金概念;固废处理;乡村振兴;参股银行;参股保险;碳中和;土壤修复;锂电池概念;旅游概念;自由贸易港;创投;沪股通;融资融券,601969
688589.SH,17,19,MCU芯片;芯片概念;5G;传感器;专精特新;卫星导航;光伏概念;物联网;智慧灯杆;中芯国际概念;电力物联网;智能电网;粤港澳大湾区;智能家居;阿里巴巴概念;智慧城市;人工智能;高铁;融资融券,688589
688277.SH,17,6,智能医疗;机器人概念;专精特新;医疗器械概念;沪股通;融资融券,688277
603016.SH,17,3,国企改革;特高压;沪股通,603016
603915.SH,17,10,减速器;人形机器人;高端装备;机器人概念;海工装备;水利;固废处理;光伏建筑一体化;融资融券;沪股通,603915
603927.SH,17,31,跨境支付(CIPS);AIGC概念;AI应用;区块链;鸿蒙概念;数据要素;智慧政务;互联网保险;AI智能体;数字乡村;数字货币;华为鲲鹏;DeepSeek概念;百度概念;信创;数据安全;人工智能;阿里巴巴概念;腾讯概念;国资云;智能医疗;网络安全;车联网(车路协同);乡村振兴;工业互联网;国企改革;华为概念;新型工业化;中字头股票;融资融券;沪股通,603927
002400.SZ,33,31,快手概念;小红书概念;短剧游戏;AIGC概念;抖音概念(字节概念);百度概念;文化传媒概念;AI应用;云计算;腾讯概念;数据要素;阿里巴巴概念;区块链;元宇宙;职业教育;DeepSeek概念;IP经济(谷子经济);人工智能;国资云;体育产业;跨境电商;横琴新区;创投;数据中心(AIDC);长安汽车概念;粤港澳大湾区;国企改革;深股通;融资融券;AI智能体;虚拟数字人,002400
603275.SH,17,10,减速器;新型工业化;机器人概念;专精特新;新能源汽车;工业互联网;物联网;风电;沪股通;融资融券,603275
002778.SZ,33,6,净水概念;污水处理;土壤修复;天然气;储能;股权转让(并购重组),002778
688597.SH,17,20,军工;高压快充;特高压;数字孪生;电力物联网;充电桩;机器人概念;智能电网;无人机;低空经济;空间计算;虚拟电厂;时空大数据;智慧城市;储能;数据要素;碳交易;人工智能;京津冀一体化;融资融券,688597
600970.SH,17,12,中字头股票;同花顺中特估100;高股息精选;水泥概念;同花顺出海50;央企国企改革;国企改革;绿色电力;DeepSeek概念;风电;沪股通;融资融券,600970
600536.SH,17,30,华为欧拉;电子身份证;智慧政务;数据安全;华为鲲鹏;云计算;财税数字化;信创;国产操作系统;数字经济;网络安全;智慧城市;阿里巴巴概念;人工智能;DeepSeek概念;水利;中国AI 50;京津冀一体化;机器人概念;华为概念;数据中心(AIDC);AI PC;低空经济;乡村振兴;商业航天;国企改革;央企国企改革;中字头股票;沪股通;融资融券,600536
601216.SH,17,19,煤化工概念;水泥概念;可降解塑料;煤炭概念;天然气;参股银行;航运概念;参股券商;统一大市场;西部大开发;氢能源;生物疫苗;绿色电力;互联网金融;智能物流;数字经济;阿里巴巴概念;沪股通;融资融券,601216
002512.SZ,33,24,智慧政务;华为鲲鹏;在线教育;虚拟数字人;智慧城市;鸿蒙概念;数字乡村;数字经济;互联网金融;卫星导航;物联网;人工智能;DeepSeek概念;机器人概念;ST板块;商业航天;福建自贸区;乡村振兴;小米概念;海峡两岸;一带一路;5G;消费电子概念;6G概念,002512
600540.SH,17,11,粮食概念;土地流转;农业种植;乡村振兴;建筑节能;新疆振兴;西部大开发;统一大市场;冷链物流;国企改革;风电,600540
002736.SZ,33,5,高股息精选;国企改革;深圳国企改革;融资融券;深股通,002736
688709.SH,17,18,存储芯片;MCU芯片;汽车芯片;芯片概念;商业航天;量子科技;东数西算(算力);军工;无人驾驶;脑机接口;机器人概念;人工智能;人形机器人;西部大开发;央企国企改革;国企改革;沪股通;融资融券,688709
300855.SZ,33,9,航空发动机;大飞机;军民融合;军工;核电;专精特新;特钢概念;融资融券;深股通,300855
601858.SH,17,14,国资云;知识产权保护;中字头股票;在线教育;文化传媒概念;数据要素;DeepSeek概念;数字经济;国企改革;智能医疗;芯片概念;同花顺中特估100;沪股通;融资融券,601858
301365.SZ,33,8,AIGC概念;人工智能;粤港澳大湾区;创投;2025年报预增;新型城镇化;深股通;融资融券,301365
920469.BJ,151,9,碳纤维;比亚迪概念;粤港澳大湾区;专精特新;新能源汽车;机器人概念;融资融券;PEEK材料;消费电子概念,920469
603993.SH,17,13,黄金概念;金属铜;金属钴;金属镍;小金属概念;盐湖提锂;宁德时代概念;同花顺出海50;磷化工;人民币贬值受益;沪股通;融资融券;同花顺漂亮100,603993
688455.SH,17,8,机器人概念;智能物流;人形机器人;专精特新;跨境电商;储能;锂电池概念;融资融券,688455
300718.SZ,33,10,人形机器人;汽车热管理;特斯拉概念;机器人概念;专精特新;长三角一体化;风电;核电;融资融券;深股通,300718
603095.SH,17,7,参股银行;高端装备;创投;专精特新;工业互联网;机器视觉;华为概念,603095
300682.SZ,33,26,电力物联网;蚂蚁集团概念;东数西算(算力);虚拟电厂;华为鲲鹏;阿里巴巴概念;智能电网;数据要素;AI智能体;区块链;AI应用;车联网(车路协同);物联网;DeepSeek概念;数字经济;华为概念;充电桩;人工智能;工业互联网;光伏概念;绿色电力;碳中和;比亚迪概念;新能源汽车;融资融券;深股通,300682
