所属概念,所属概念数量,market_code,股票代码,code
人形机器人;减速器;汽车热管理;华为汽车;新型工业化;传感器;新能源汽车;机器人概念;汽车电子;毫米波雷达;机器视觉;燃料电池;无人驾驶;氢能源;人民币贬值受益;固态电池;脑机接口;锂电池概念;医疗器械概念;共同富裕示范区;人工智能;DeepSeek概念;AI智能体;沪股通;融资融券,25,17,688306.SH,688306
商业航天;海工装备;氢能源;燃料电池;中俄贸易概念;天然气;储能;页岩气;芯片概念,9,33,300228.SZ,300228
细胞免疫治疗;医疗器械概念;智能医疗;基因测序;合成生物;独角兽概念;DeepSeek概念;生物疫苗;华为概念;机器人概念;融资融券;深股通,12,33,300171.SZ,300171
煤炭概念;煤化工概念;碳中和;氢能源,4,17,600408.SH,600408
证金持股;深股通;融资融券;共同富裕示范区,4,33,002142.SZ,002142
新型城镇化;同花顺中特估100;新疆振兴;央企国企改革;乡村振兴;国企改革;水利;污水处理;固废处理;一带一路;冰雪产业;人民币贬值受益;华为概念;深股通;融资融券;中字头股票,16,33,002051.SZ,002051
军民融合;卫星导航;军工;无人机;融资融券;摘帽,6,33,300965.SZ,300965
人形机器人;工业母机;新型工业化;机器人概念;机器视觉;长安汽车概念;工业互联网;高端装备;比亚迪概念;农机;专精特新;光伏概念;宁德时代概念;医疗器械概念;智能医疗;养老概念;深股通;融资融券,18,33,002747.SZ,002747
医药电商;流感;民营医院;仿制药一致性评价;幽门螺杆菌概念;三胎概念;肝炎概念;阿尔茨海默概念;冷链物流;参股银行;合成生物;创新药;共同富裕示范区;医疗器械概念;国企改革;数字经济,16,33,000705.SZ,000705
人形机器人;同花顺新质50;传感器;机器人概念;机器视觉;芯片概念;物联网;华为概念;数据中心;融资融券;沪股通,11,17,603662.SH,603662
固态电池;钠离子电池;宁德时代概念;锂电池概念;光伏概念;高压快充;MiniLED;储能;比亚迪概念;换电概念;智能电网;新型工业化;虚拟电厂;数据中心;充电桩;光伏建筑一体化;机器视觉;风电;华为概念;碳中和;垃圾分类;机器人概念;航空发动机;工业互联网;军工;虚拟现实;净水概念;一带一路;绿色电力;数字孪生;污水处理;多模态AI;碳交易;人工智能;国产操作系统;水利;华为鲲鹏;DeepSeek概念;数据要素;数字经济,40,33,300490.SZ,300490
烟草,1,17,603020.SH,603020
新型城镇化;污水处理;土壤修复;碳中和;智慧城市;雄安新区;水利;数字经济;数字孪生;元宇宙;旅游概念;人工智能;PPP概念;IP经济(谷子经济);京津冀一体化;智谱AI;AI智能体;AIGC概念;物业管理;乡村振兴,20,17,605069.SH,605069
国企改革;西部大开发;OLED;人民币贬值受益;融资融券;沪股通,6,17,600707.SH,600707
新型工业化;家用电器;机器人概念;新能源汽车;人民币贬值受益;融资融券,6,33,300907.SZ,300907
可降解塑料;固态电池;锂电池概念;合成生物,4,33,300243.SZ,300243
新型城镇化;装配式建筑;建筑节能;房屋检测;碳中和;职业教育;智慧城市;机器人概念;数据中心,9,17,603183.SH,603183
网红经济;三胎概念;智能家居;深股通;融资融券,5,33,002293.SZ,002293
福建自贸区;海峡两岸;统一大市场;航运概念;参股银行;参股券商;国企改革;期货概念;中俄贸易概念;锂电池概念;动力电池回收;一带一路;回购增持再贷款概念;养老概念;华为数字能源;风电;DeepSeek概念;医疗器械概念;小金属概念;智能医疗;沪股通;融资融券,22,17,600755.SH,600755
人民币贬值受益;乡村振兴;沪股通,3,17,605198.SH,605198
金属回收;光伏概念;风电;绿色电力;飞行汽车(eVTOL);新能源汽车;低空经济;专精特新;人形机器人,9,33,003038.SZ,003038
物业管理,1,17,600280.SH,600280
硅能源;有机硅概念;黄金概念;光伏概念;特高压;深股通;融资融券,7,33,002132.SZ,002132
预制菜;乡村振兴;一带一路;粤港澳大湾区;数据要素;深股通,6,33,001313.SZ,001313
智能座舱;华为汽车;低空经济;无人驾驶;飞行汽车(eVTOL);新能源汽车;车联网(车路协同);华为概念;工业互联网;换电概念;DeepSeek概念;国企改革;沪股通;融资融券;百度概念,15,17,600418.SH,600418
高铁;一带一路;央企国企改革;国企改革;高端装备;深股通;融资融券,7,33,301048.SZ,301048
TOPCON电池;HJT电池;光伏概念;光伏建筑一体化;储能;垃圾分类;新能源汽车;军民融合;比亚迪概念;无人机;家用电器;共同富裕示范区;传感器;5G;ETC;融资融券,16,33,002860.SZ,002860
风电;充电桩,2,33,000692.SZ,000692
钠离子电池;固态电池;锂电池概念;两轮车;新型烟草(电子烟);储能;盐湖提锂;智能电网;燃料电池;新能源汽车;氢能源;长安汽车概念;无线耳机;人形机器人;小米概念;飞行汽车(eVTOL);机器人概念;粤港澳大湾区;华为概念;无人机;低空经济;安防;脑机接口;同花顺漂亮100;商业航天;深股通;融资融券,27,33,300014.SZ,300014
医疗器械概念;养老概念;粤港澳大湾区;人民币贬值受益;独角兽概念,5,33,002551.SZ,002551
仿制药一致性评价;合成生物;人民币贬值受益;专精特新;融资融券,5,33,001367.SZ,001367
2025年报预增;医疗器械概念;智能医疗;专精特新;融资融券,5,17,688013.SH,688013
免税店;证金持股;同花顺中特估100;上海国企改革;国企改革;上海自贸区;同花顺漂亮100;沪股通;融资融券,9,17,600009.SH,600009
自由贸易港;航运概念;统一大市场;海峡两岸;一带一路;数字经济;人工智能;数据要素;DeepSeek概念;AI智能体;智谱AI;沪股通,12,17,603209.SH,603209
国企改革;沪股通,2,17,601518.SH,601518
氢能源;可控核聚变;风电;核电;人民币贬值受益;一带一路;页岩气;沪股通;融资融券,9,17,603699.SH,603699
医疗器械概念;人民币贬值受益;机器人概念;沪股通;融资融券,5,17,688581.SH,688581
智慧政务;信创;华为昇腾;鸿蒙概念;语音技术;人脸识别;网络安全;数字经济;智慧城市;多模态AI;AIGC概念;车联网(车路协同);安防;人工智能;DeepSeek概念;物联网;华为概念;机器视觉;核污染防治;无人驾驶;机器人概念;传感器;人形机器人;芯片概念;一带一路;冷链物流;存储芯片;深股通,28,33,002990.SZ,002990
融资融券;物联网;参股银行,3,151,920639.BJ,920639
减速器;人形机器人;PEEK材料;飞行汽车(eVTOL);汽车热管理;华为汽车;商业航天;特斯拉概念;小米汽车;无人机;军工;军民融合;低空经济;毫米波雷达;卫星导航;机器人概念;比亚迪概念;6G概念;传感器;新能源汽车;智能座舱;无人驾驶;专精特新;燃料电池;华为概念;氢能源;回购增持再贷款概念;深股通,28,33,300680.SZ,300680
长三角一体化;一带一路;统一大市场;国企改革;新疆振兴;上海自贸区;自由贸易港;融资融券,8,17,603329.SH,603329
军民融合;卫星导航;军工信息化;商业航天;大飞机;军工;低空经济;无人机;同花顺新质50;WiFi 6;华为概念;人工智能;数据要素;数字经济;智能座舱;DeepSeek概念;专精特新;智能家居;F5G概念;智能物流;消费电子概念;西部大开发;国企改革;回购增持再贷款概念;PCB概念;物业管理;深股通;融资融券,28,33,000801.SZ,000801
无人驾驶;车联网(车路协同);融资融券;消费电子概念;电子竞技;汽车电子;智能穿戴;智能家居;新能源汽车;储能;一带一路,11,151,920212.BJ,920212
有机硅概念;光伏建筑一体化;新型城镇化;地下管网;高铁;农业种植;光伏概念;一带一路;水利;风电;新能源汽车;专精特新;核电;股权转让(并购重组),14,33,300665.SZ,300665
NMN概念;网红经济;跨境电商;体育产业;维生素;阿里巴巴概念;融资融券,7,33,000639.SZ,000639
沪股通;融资融券,2,17,601229.SH,601229
参股银行;共同富裕示范区;黄金概念,3,17,600857.SH,600857
专精特新;基因测序;猴痘概念;流感;宠物经济;人工智能;新股与次新股;融资融券,8,151,920009.BJ,920009
智能医疗;CRO概念;人工智能;AI应用;创新药;合成生物;人民币贬值受益;深股通;融资融券,9,33,300725.SZ,300725
预制菜;超级品牌;网红经济;乡村振兴;农村电商;国企改革;创投;粤港澳大湾区;融资融券;沪股通,10,17,603043.SH,603043
装配式建筑;房屋检测;新型城镇化;深圳国企改革;建筑节能;雄安新区;乡村振兴;水利;光伏建筑一体化;碳中和;国企改革;职业教育;一带一路;智慧城市;粤港澳大湾区;虚拟电厂;数据要素;区块链;智能电网;数据中心,20,33,300675.SZ,300675
无线耳机;AI眼镜;消费电子概念;汽车电子;中芯国际概念;智能穿戴;芯片概念;小米概念;新型烟草(电子烟);传感器;人形机器人;专精特新;机器人概念;物联网;融资融券,15,17,688286.SH,688286
ST板块;国企改革;职业教育;机器视觉;央企国企改革;语音技术;人工智能;DeepSeek概念;数据要素;在线教育;星闪概念;鸿蒙概念;东数西算(算力);华为鲲鹏;芯片概念;证金持股;多模态AI;英伟达概念;AI应用,19,22,600636.SH,600636
军民融合;军工;无人机;低空经济;人工智能;央企国企改革;西部大开发;国企改革;沪股通;中字头股票;融资融券,11,17,688297.SH,688297
冰雪产业;体育产业;物业管理;家庭医生;养老概念;三胎概念;智慧城市;国企改革;土壤修复;粤港澳大湾区;融资融券;AI应用;2025年报预增,13,17,600684.SH,600684
海工装备;军工;减速器;风电;2025年报预增;创投;融资融券;深股通,8,33,300443.SZ,300443
流感;仿制药一致性评价;维生素;医药电商;创新药;CRO概念;三胎概念;地下管网;PPP概念;西部大开发,10,33,300434.SZ,300434
养老概念;CRO概念;民营医院;NMN概念;合成生物;创新药;减肥药;仿制药一致性评价;工业大麻;医美概念;西部大开发;重组蛋白;国企改革;生物疫苗;深股通;融资融券,16,33,000813.SZ,000813
化债概念(AMC概念);新型城镇化;PPP概念;土壤修复;碳交易;碳中和;足球概念;生态农业;一带一路;西部大开发;深股通;融资融券,12,33,300355.SZ,300355
俄乌冲突概念;煤炭概念;锂电池概念;宁德时代概念;风电;国企改革;深股通;融资融券,8,33,000933.SZ,000933
2025年报预增;海工装备;风电;高端装备;绿色电力;融资融券;深股通,7,33,300850.SZ,300850
福建自贸区;海峡两岸;证金持股;国企改革;沪股通;融资融券,6,17,601377.SH,601377
生物质能发电;绿色电力;氢能源;参股保险;创投;华为概念;沪股通;文化传媒概念;AI智能体;融资融券,10,17,600167.SH,600167
水利;化债概念(AMC概念);国企改革;海工装备;高压快充;新能源汽车;长安汽车概念;专精特新;数据中心;汽车电子;军工;阿里巴巴概念,12,33,002686.SZ,002686
数字货币;跨境支付(CIPS);期货概念;创投;参股券商;信托概念;新疆振兴;西部大开发;碳中和;国企改革;一带一路;参股银行;可控核聚变;氢能源;同花顺中特估100;深股通;中字头股票;融资融券,18,33,000617.SZ,000617
自由贸易港;航运概念;统一大市场;国企改革;央企国企改革;一带一路;跨境电商;上海自贸区;比亚迪概念;小米概念;阿里巴巴概念;沪股通;融资融券,13,17,603128.SH,603128
合成生物;医美概念;专精特新,3,33,300452.SZ,300452
卫星导航;商业航天;低空经济;无人机;智慧城市;安防;物联网;人工智能;量子科技;智慧政务;信创;互联网金融;区块链;DeepSeek概念;工业互联网;机器人概念;6G概念;粤港澳大湾区;中俄贸易概念;华为汽车;5G;星闪概念;一带一路;新能源汽车;汽车电子;芯片概念;俄乌冲突概念;深股通;融资融券,29,33,002583.SZ,002583
净水概念;跨境电商;家用电器;智能家居;粤港澳大湾区;专精特新;网红经济;机器人概念;小米概念;AIGC概念;深股通;融资融券,12,33,301332.SZ,301332
共享单车;三胎概念;物业管理;网红经济;两轮车;风电;知识产权保护;融资融券,8,17,600818.SH,600818
长三角一体化;军工,2,17,603332.SH,603332
光刻胶;OLED;芯片概念;华为手机;PCB概念;消费电子概念;石墨烯;海工装备;智能穿戴;富士康概念;5G;新能源汽车;比亚迪概念;光伏概念;BC电池;华为概念;深股通,17,33,300537.SZ,300537
互联网金融;参股券商;创投;参股银行;黑龙江自贸区;2025年报预增;股权转让(并购重组);融资融券;沪股通,9,17,600095.SH,600095
WiFi 6;卫星导航;科创次新股;6G概念;商业航天;汽车芯片;5G;AI眼镜;芯片概念;智能穿戴;华为概念;小米概念;注册制次新股;新股与次新股;融资融券,15,17,688790.SH,688790
充电桩;融资融券;家用电器,3,151,920718.BJ,920718
超级品牌;预制菜;养鸡;同花顺漂亮100;深股通;融资融券,6,33,300999.SZ,300999
智能医疗;医疗器械概念;DeepSeek概念;阿里巴巴概念;京津冀一体化;云计算;机器人概念;数据中心;一带一路;绿色电力;超导概念;AI智能体;沪股通;融资融券,14,17,600055.SH,600055
国企改革;专精特新;稀土永磁;光刻胶;PCB概念;融资融券,6,17,688571.SH,688571
共同富裕示范区;长三角一体化,2,33,002247.SZ,002247
共同富裕示范区;丙烯酸;融资融券,3,33,301065.SZ,301065
创新药;仿制药一致性评价;眼科医疗;肝炎概念;医疗器械概念;阿尔茨海默概念;共同富裕示范区;深股通;融资融券,9,33,002020.SZ,002020
AI应用;免税店;AI语料;AIGC概念;数据要素;预制菜;空间计算;AI智能体;跨境电商;DeepSeek概念;鸿蒙概念;阿里巴巴概念;抖音概念(字节概念);人工智能;京津冀一体化;乡村振兴;智能物流;回购增持再贷款概念;华为概念;智能家居;苹果概念;融资融券;深股通,23,33,000785.SZ,000785
减肥药;CRO概念;创新药;合成生物;智能医疗;人民币贬值受益;京津冀一体化;深股通;融资融券,9,33,002821.SZ,002821
低空经济;融资融券;碳纤维;新能源汽车;小米概念;大飞机;军民融合;军工;专精特新,9,151,920642.BJ,920642
TOPCON电池;光伏概念;光伏建筑一体化;特钢概念;专精特新;海工装备;风电;机器人概念;人形机器人;创投;AI应用;国企改革;细胞免疫治疗,13,17,603028.SH,603028
燃料电池;国企改革;新能源汽车;机器人概念;人形机器人;2025年报预增,6,33,300694.SZ,300694
智能物流;无人零售;物联网;机器人概念;换电概念;机器视觉;新型工业化;传感器;人工智能;数字货币;冷链物流;信创;智慧政务;芯片概念;锂电池概念;PCB概念;虚拟数字人;深股通;融资融券,19,33,002376.SZ,002376
