所属概念,market_code,所属概念数量,股票代码,code
家用电器;汽车电子;传感器;消费电子概念;智能家居;空气能热泵;机器人概念;物联网;毫米波雷达;PCB概念;工业互联网;人脸识别;芯片概念;海峡两岸;语音技术;医疗器械概念;充电桩;人工智能;三胎概念;储能;宠物经济;养老概念;腾讯概念;智能医疗;DeepSeek概念;锂电池概念;AI智能体;回购增持再贷款概念;融资融券,33,29,301135.SZ,301135
天然气;绿色电力;国企改革;地下管网;沪股通;融资融券,17,6,600617.SH,600617
同花顺中特估100;国企改革;高铁;沪股通;融资融券,17,5,601816.SH,601816
食品安全;股权转让(并购重组);融资融券,33,3,301296.SZ,301296
旅游概念;IP经济(谷子经济);网红经济;文化传媒概念;手机游戏;电子竞技;抖音概念(字节概念);元宇宙;共同富裕示范区;虚拟现实;深股通;融资融券,33,12,300144.SZ,300144
注册制次新股;长安汽车概念;西部大开发;专精特新;比亚迪概念;新能源汽车;宁德时代概念;新股与次新股;融资融券,17,9,603352.SH,603352
POE胶膜;TOPCON电池,17,2,603255.SH,603255
芯片概念;5G;超级电容;华为海思概念股;传感器;商业航天;军工;大飞机;海工装备;华为概念;深股通;融资融券,33,12,300726.SZ,300726
文化传媒概念;IP经济(谷子经济);短剧游戏;在线教育;AIGC概念;数据要素;独角兽概念;人工智能;多模态AI;虚拟现实;国企改革;融资融券;沪股通,17,13,600229.SH,600229
合成生物;乡村振兴;粤港澳大湾区,33,3,001366.SZ,001366
减速器;人形机器人;汽车热管理;传感器;机器人概念;新能源汽车;小米概念;机器视觉;汽车电子;家用电器;智能家居;粤港澳大湾区;充电桩;高压快充;腾讯概念;一带一路;垃圾分类;深股通;融资融券,33,19,300403.SZ,300403
国家大基金持股;汽车芯片;5G;智能座舱;数据中心;芯片概念;汽车电子;量子科技;商业航天;人形机器人;无人机;无人驾驶;F5G概念;机器人概念;专精特新;沪股通;融资融券,17,17,688107.SH,688107
智能电网;风电;充电桩;核电;新能源汽车;机器人概念;宁德时代概念;数据中心;物联网;数字经济;职业教育;深股通;融资融券,33,13,002441.SZ,002441
盐湖提锂;稀土永磁;锂电池概念;专精特新;固态电池;污水处理;垃圾分类;净水概念;光伏概念,33,9,300631.SZ,300631
智慧灯杆;传感器;换电概念;专精特新;新能源汽车;充电桩;储能;人民币贬值受益;回购增持再贷款概念,33,9,300582.SZ,300582
青蒿素;医药电商;仿制药一致性评价;创新药;合成生物;减肥药;NMN概念;国企改革;智能医疗;央企国企改革;沪股通;融资融券;DeepSeek概念,17,13,600062.SH,600062
可控核聚变;核污染防治;商业航天;光热发电;军工;氢能源;核电;天然气;高端装备;航空发动机;中俄贸易概念;一体化压铸;光伏概念;一带一路;超超临界发电;碳中和;储能;机器人概念;煤化工概念;西部大开发;工业互联网;新疆振兴;锂电池概念;数字经济;国企改革;沪股通;融资融券,17,27,603169.SH,603169
光伏概念;光伏建筑一体化;光热发电;储能;机器人概念;一带一路;人民币贬值受益;沪股通;融资融券,17,9,688408.SH,688408
同花顺漂亮100;两轮车;网约车;国企改革;动力电池回收;飞行汽车(eVTOL);华为汽车;燃料电池;氢能源;固态电池;石墨烯;低空经济;锂电池概念;车联网(车路协同);机器人概念;宁德时代概念;无人驾驶;新能源汽车;商业航天;智能座舱;人形机器人;充电桩;沪股通;融资融券;华为概念;汽车芯片;英伟达概念,17,27,601238.SH,601238
医疗器械概念;智能物流;国企改革;DRG/DIP;数据要素;财税数字化;深股通;融资融券,33,8,301370.SZ,301370
特斯拉概念;融资融券;机器人概念;专精特新;新能源汽车,151,5,920378.BJ,920378
星闪概念;人工智能;跨境电商;百度概念;电子竞技;粤港澳大湾区;网络游戏;智能穿戴;机器人概念;无线耳机;无线充电;消费电子概念;融资融券;深股通,33,14,002577.SZ,002577
证金持股;沪股通;融资融券,17,3,601010.SH,601010
房屋检测;建筑节能;新型城镇化;光伏建筑一体化;空间计算;地下管网;智慧城市;装配式建筑;绿色电力;数字乡村;水利;车联网(车路协同);污水处理;乡村振兴;数字经济;数据要素;DeepSeek概念;人工智能;数据中心;储能;西部大开发;一带一路;AIGC概念;融资融券,33,24,301027.SZ,301027
猪肉;生态农业;同花顺漂亮100;宠物经济;深股通;融资融券,33,6,002311.SZ,002311
注册制次新股;专精特新;科创次新股;新股与次新股;融资融券,17,5,688755.SH,688755
存储芯片;先进封装;商业航天;锂电池概念;融资融券;芯片概念;光伏概念;专精特新,151,8,920971.BJ,920971
跨境电商;融资融券;央企国企改革;国企改革;京津冀一体化;中字头股票;三胎概念,151,7,920122.BJ,920122
预制菜;网红经济;沪股通,17,3,605108.SH,605108
新型城镇化;污水处理;专精特新;粤港澳大湾区;金属镍;金属回收;ST板块,33,7,301288.SZ,301288
猪肉;养鸡;西部大开发;回购增持再贷款概念;AI应用;比亚迪概念;沪股通;融资融券,17,8,603477.SH,603477
一体化压铸;中俄贸易概念;长安汽车概念;长三角一体化;华为汽车;新能源汽车;比亚迪概念;机器人概念;一带一路;回购增持再贷款概念;两轮车;光伏概念;数字经济;融资融券,33,14,002863.SZ,002863
智能医疗;养老概念;AI应用;血氧仪;人工智能;医疗器械概念;三胎概念;无人零售;区块链;体育产业;华为概念;人民币贬值受益;智能穿戴;传感器;无线耳机;芯片概念,33,16,300562.SZ,300562
特钢概念;国企改革;回购增持再贷款概念;股权转让(并购重组);沪股通;融资融券,17,6,600569.SH,600569
新股与次新股;融资融券;人民币贬值受益,151,3,920050.BJ,920050
专精特新;光伏概念;职业教育,17,3,603065.SH,603065
汽车热管理;新能源汽车;比亚迪概念;专精特新;长安汽车概念;污水处理;沪股通,17,7,603040.SH,603040
统一大市场;物业管理;冷链物流;国企改革;乡村振兴;西部大开发;数字乡村;人工智能;沪股通;融资融券,17,10,600368.SH,600368
家用电器;长安汽车概念;一体化压铸;华为汽车;小米汽车;比亚迪概念;新能源汽车;减速器;小米概念;特斯拉概念;华为概念;宁德时代概念;融资融券,17,13,603982.SH,603982
AI应用;AIGC概念;AI智能体;华为鲲鹏;数据要素;数据安全;网络安全;信创;DeepSeek概念;人工智能;鸿蒙概念;国产操作系统;智慧城市;数字孪生;华为概念;工业互联网;新型工业化;共同富裕示范区;航空发动机;创投;核电;大飞机;机器人概念;传感器;智能物流;海工装备;人形机器人;一带一路;宁德时代概念;碳中和;碳交易;沪股通;融资融券,17,33,688777.SH,688777
特色小镇;土壤修复;PPP概念;预制菜;固废处理;新型城镇化;污水处理;旅游概念;乡村振兴;横琴新区;雄安新区;ST板块;水利;国企改革;农业种植;IP经济(谷子经济);光伏概念;粤港澳大湾区;一带一路;网红经济;智慧城市;新疆振兴;数字经济;人工智能;华为概念;虚拟数字人;元宇宙;文化传媒概念;ChatGPT概念;数据确权;腾讯概念;数字水印;虚拟现实;AIGC概念;MR(混合现实),33,35,002717.SZ,002717
中韩自贸区;航运概念;统一大市场;绿色电力;国企改革;中俄贸易概念;回购增持再贷款概念;沪股通;融资融券;区块链,17,10,601880.SH,601880
专精特新;染料;消费电子概念;3D打印;POE胶膜;融资融券,33,6,301019.SZ,301019
光刻机;共封装光学(CPO);存储芯片;第三代半导体;芯片概念;专精特新;信创;人工智能;AI智能体;DeepSeek概念;深股通;融资融券,33,12,301095.SZ,301095
固态电池;钠离子电池;宁德时代概念;HJT电池;钙钛矿电池;PET铜箔;锂电池概念;光伏概念;人形机器人;比亚迪概念;消费电子概念;储能;新型工业化;机器人概念;华为数字能源;华为概念;燃料电池;高端装备;物联网;人工智能;智能物流;数字孪生;氢能源;回购增持再贷款概念;沪股通;融资融券,17,26,688499.SH,688499
PEEK材料;人形机器人;华为汽车;特斯拉概念;长安汽车概念;智能座舱;比亚迪概念;机器人概念;低空经济;新能源汽车;工业母机;汽车电子;工业互联网;深股通;融资融券,33,15,300100.SZ,300100
绿色电力;风电;海工装备;2025年报预增;金属回收;融资融券,17,6,601218.SH,601218
算力租赁;MLOps概念;华为昇腾;云计算;东数西算(算力);抖音概念(字节概念);华为鲲鹏;AIGC概念;百度概念;数据中心;液冷服务器;区块链;DeepSeek概念;华为概念;数字经济;工业互联网;京津冀一体化;深股通;融资融券,33,19,300383.SZ,300383
空气能热泵;家用电器,17,2,603320.SH,603320
智能医疗;医疗器械概念;DeepSeek概念;京津冀一体化;AI智能体;阿里巴巴概念;云计算;机器人概念;一带一路;数据中心;绿色电力;超导概念;沪股通;融资融券,17,14,600055.SH,600055
消毒剂;回购增持再贷款概念;长三角一体化;碳中和;氢能源;燃料电池;光伏概念;储能;沪股通;融资融券,17,10,600273.SH,600273
汽车芯片;MCU芯片;中芯国际概念;第三代半导体;芯片概念;AI眼镜;消费电子概念;MicroLED概念;传感器;5G;比亚迪概念;无人驾驶;机器人概念;新能源汽车;光伏概念;数据中心;储能;充电桩;智能电网;特高压;沪股通;融资融券,17,22,688469.SH,688469
医药电商;仿制药一致性评价;流感;幽门螺杆菌概念;肝炎概念;创新药;维生素;减肥药;猴痘概念;西部大开发;人工智能;工业互联网;深股通,33,13,002907.SZ,002907
猪肉;预制菜;乡村振兴;西部大开发;回购增持再贷款概念;沪股通,17,6,605296.SH,605296
海南自贸区;自由贸易港;三胎概念;创投;民营医院;医疗器械概念;军民融合;医药电商,33,8,000955.SZ,000955
三胎概念;医药电商;维生素;跨境电商;智能医疗;回购增持再贷款概念;粤港澳大湾区;深股通;融资融券,33,9,300146.SZ,300146
统一大市场;证金持股;冷链物流;国企改革;中俄贸易概念;一带一路;央企国企改革;智能物流;京津冀一体化;车联网(车路协同);物联网;沪股通;融资融券;中字头股票,17,14,600787.SH,600787
工业互联网;新型工业化;机器人概念;智能物流;华为概念;机器视觉;创投;工业母机;信创;数据中心;DeepSeek概念;5G;东数西算(算力);华为鲲鹏;高端装备;军工;智能医疗;芯片概念;智能电网;储能;光伏概念;风电;虚拟电厂;AI应用;共封装光学(CPO),33,25,002184.SZ,002184
机器人概念;新型工业化;一带一路;高端装备;华为概念;人工智能;传感器;国企改革;DeepSeek概念;鸿蒙概念;数据中心;央企国企改革;绿色电力;煤炭概念;沪股通;融资融券,17,16,688570.SH,688570
C2M概念;智能家居;三胎概念;网红经济;IP经济(谷子经济),33,5,002397.SZ,002397
水泥概念;同花顺中特估100;证金持股;装配式建筑;雅下水电概念;国企改革;一带一路;同花顺漂亮100;沪股通;融资融券;储能,17,11,600585.SH,600585
金属锌;金属铅;黄金概念;金属铜;金属镍;小金属概念;金属回收;盐湖提锂;钒电池;锂电池概念;西部大开发;国企改革;沪股通;融资融券,17,14,601168.SH,601168
国家大基金持股;中芯国际概念;光刻胶;存储芯片;先进封装;PCB概念;OLED;芯片概念;专精特新;2025年报预增;回购增持再贷款概念;融资融券,17,12,688720.SH,688720
烟草;黑龙江自贸区;国企改革;2025年报预增,17,4,600356.SH,600356
融资融券;芯片概念;液冷服务器;机器人概念;医疗器械概念;人民币贬值受益;专精特新,151,7,920693.BJ,920693
数据安全;华为鲲鹏;信创;数据要素;人工智能;华为概念;数据中心;横琴新区;雄安新区;融资融券,17,10,603138.SH,603138
流感;禽流感;医药电商;肝炎概念;仿制药一致性评价;创新药;三胎概念;医疗器械概念;创投;深股通;融资融券,33,11,300039.SZ,300039
粤港澳大湾区;专精特新;深股通;融资融券,33,4,301618.SZ,301618
金属锌;黄金概念;金属铜;小金属概念;金属钴;金属镍;俄乌冲突概念;锂电池概念;一带一路;沪股通;融资融券,17,11,600490.SH,600490
人形机器人;长安汽车概念;新能源汽车;机器人概念;比亚迪概念;家用电器;燃料电池;充电桩;粤港澳大湾区;储能;数据中心;风电;回购增持再贷款概念;氢能源;AIGC概念;深股通;融资融券,33,17,002249.SZ,002249
光伏建筑一体化;绿色电力;盐湖提锂;储能;碳中和;锂电池概念;AI手机;化肥;深股通;染料;融资融券,33,11,002256.SZ,002256
期货概念;国企改革;西部大开发;2025年报预增;沪股通;融资融券,17,6,601236.SH,601236
安防;星闪概念;无人机;华为概念;专精特新;元宇宙;卫星导航;商业航天;机器人概念;DeepSeek概念;AI眼镜;小米概念;海工装备;比亚迪概念;抖音概念(字节概念);汽车电子;芯片概念;华为海思概念股;数据中心;苹果概念;ST板块;共封装光学(CPO),33,22,300460.SZ,300460
仿制药一致性评价;合成生物;流感;医药电商;肝炎概念;创新药;眼科医疗;民营医院;三胎概念;工业大麻;养老概念,17,11,603998.SH,603998
成飞概念;大飞机;军民融合;商业航天;无人机;军工;卫星导航;低空经济;高铁;高端装备;京津冀一体化;芯片概念;2025年报预增;融资融券;深股通,33,15,002985.SZ,002985
创新药,17,1,603351.SH,603351
专精特新;共同富裕示范区;污水处理;回购增持再贷款概念;融资融券,33,5,301081.SZ,301081
物业管理;互联网金融;京津冀一体化;文化传媒概念;深股通,33,5,000882.SZ,000882
租售同权;固废处理;污水处理;西部大开发;股权转让(并购重组);融资融券,33,6,000838.SZ,000838
粮食概念;农业种植;生态农业;土地流转;乡村振兴;新疆振兴;地下管网;PPP概念;土壤修复;污水处理;新型城镇化;西部大开发;水利;一带一路;光伏建筑一体化;京津冀一体化;雅下水电概念;数字乡村;数字孪生;智慧城市;数字经济;机器人概念;物联网;DeepSeek概念;人工智能;华为概念;鸿蒙概念;AI应用;数据安全;云计算,33,30,300021.SZ,300021
中字头股票;同花顺中特估100;证金持股;雅下水电概念;参股券商;雄安新区;国企改革;水利;央企国企改革;风电;一带一路;沪股通;融资融券;核电;高铁;AI智能体;商业航天;碳交易,17,18,601800.SH,601800
